pid,title,price_ngn,price_raw,bedrooms,bathrooms,prop_type,location,area,lga,state,agent,features,date_added,url
8NSUH,1000sqm Land,65000000.0,"₦ 65,000,000",6.0,6.0,Land,Karsana Abuja,Karsana,Abuja,Abuja,TZ ESTATE,,26 Oct 2025,https://www.propertypro.ng/property/6-bedroom-land-for-sale-karsana-abuja-8NSUH
5PNFX,6 Units Of 4 Bedroom Terrace Duplex,260000000.0,"₦ 260,000,000",4.0,4.0,House,Near Naval Qtrs Kado Abuja,Near Naval Qtrs,Kado,Abuja,TZ ESTATE,,06 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-near-naval-qtrs-kado-abuja-5PNFX
6PFKJ,4 Bedroom Terrace Duplex,96000000.0,"₦ 96,000,000",4.0,4.0,House,Karsana Abuja,Karsana,Abuja,Abuja,Besproperties,Big Compound; Pop Ceiling; C Of O,04 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-karsana-abuja-6PFKJ
8PECU,Offplan 2 Bedroom Apartment,90000000.0,"₦ 90,000,000",2.0,2.0,House,Apo Dutse Abuja,Apo,Dutse,Abuja,TZ ESTATE,,21 Feb 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-apo-dutse-abuja-8PECU
4PJPN,Land Measuring 1000sqm,950000000.0,"₦ 950,000,000",,,Land,Pinnock Beach Estate Osapa London Lekki Lagos,Pinnock Beach Estate Osapa London,Lekki,Lagos,DFHL,C Of O,01 Apr 2026,https://www.propertypro.ng/property/land-for-sale-pinnock-beach-estate-osapa-london-lekki-lagos-4PJPN
6PKQX,5 Bedroom Semi Detached Duplex,850000000.0,"₦ 850,000,000",5.0,5.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Chrystal Abodes,,11 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-6PKQX
9PRXJ,Grandiose 6 Bedroom Maisonette,3600000000.0,"₦ 3,600,000,000",6.0,6.0,Flat Apartment,Old Ikoyi Ikoyi Lagos,Old Ikoyi,Ikoyi,Lagos,First Colony,,06 Jun 2026,https://www.propertypro.ng/property/6-bedroom-flat-apartment-for-sale-old-ikoyi-ikoyi-lagos-9PRXJ
7PNGC,3 Bedroom Apartment,85000000.0,"₦ 85,000,000",3.0,3.0,House,Kaura After Prince And Princess Kaura (games Village) Abuja,Kaura After Prince And Princess Kaura (games,Village),Abuja,TZ ESTATE,,06 May 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-kaura-after-prince-and-princess-kaura-games-village-abuja-7PNGC
1PUBA,90% Completed Luxury 3 Bedroom With Bq,2000000000.0,"₦ 2,000,000,000",3.0,3.0,House,Probyn Road Old Ikoyi Old Ikoyi Ikoyi Lagos,Probyn Road Old Ikoyi Old Ikoyi,Ikoyi,Lagos,DFHL,,23 Jun 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-probyn-road-old-ikoyi-old-ikoyi-ikoyi-lagos-1PUBA
3PMGT,Detached 3 Bedroom Bungalow With Bq,85000000.0,"₦ 85,000,000",3.0,3.0,House,"Success Estate , Akuru Elebu, Ibadan Oyo","Success Estate , Akuru Elebu,",Ibadan,Oyo,Poly property,Boys Quater,26 Apr 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-success-estate-akuru-elebu-ibadan-oyo-3PMGT
7PDMS,Automated 6 Bedroom Fully Detached Duplex,1300000000.0,"₦ 1,300,000,000",6.0,7.0,House,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,Chrystal Abodes,Pop Ceiling; Swimming Pool; Mosques Nearby,17 Feb 2026,https://www.propertypro.ng/property/6-bedroom-house-for-sale-osapa-london-lekki-lagos-7PDMS
2PULR,5bed,980000000.0,"₦ 980,000,000",5.0,5.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,New adventures,,27 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-2PULR
2NRMM,4 Bedroom Terraced Duplex,120000000.0,"₦ 120,000,000",4.0,4.0,House,"Road 39, Gwarinpa Abuja","Road 39,",Gwarinpa,Abuja,Besproperties,Big Compound; 24 Hours Security; Mosques Nearby,14 Oct 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-road-39-gwarinpa-abuja-2NRMM
9NZSA,3 Bedroom Terrace Duplex,120000000.0,"₦ 120,000,000",3.0,,Flat Apartment,Ikota Extension Lekki Lagos,Ikota Extension,Lekki,Lagos,Purple Ribbon,,13 Jan 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikota-extension-lekki-lagos-9NZSA
3PMSS,4 Bedroom Semi Detached Duplex,220000000.0,"₦ 220,000,000",4.0,4.0,House,Riverpark Estate Lugbe Abuja,Riverpark Estate,Lugbe,Abuja,TZ ESTATE,,30 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-riverpark-estate-lugbe-abuja-3PMSS
5PFES,Land,75000000.0,"₦ 75,000,000",,,Land,Ikolaba Est Agodi Ibadan Oyo,Ikolaba Est Agodi,Ibadan,Oyo,Openkeys business,,02 Mar 2026,https://www.propertypro.ng/property/land-for-sale-ikolaba-est-agodi-ibadan-oyo-5PFES
1PGUU,4 Bedroom Fully Detached Duplex With Bq,315000000.0,"₦ 315,000,000",4.0,4.0,House,"Carlton Gate Estate, Akobo Ibadan Oyo","Carlton Gate Estate, Akobo",Ibadan,Oyo,Poly property,Big Compound; 24 Hours Security; Fast Internet,16 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-carlton-gate-estate-akobo-ibadan-oyo-1PGUU
3NWWP,Land,9300000.0,"₦ 9,300,000",,,Land,Ontario Estate Epe Epe Lagos,Ontario Estate Epe,Epe,Lagos,Purple Ribbon,,08 Dec 2025,https://www.propertypro.ng/property/land-for-sale-ontario-estate-epe-epe-lagos-3NWWP
4PPBF,Newly Built 5 Bedroom Detached Duplex With Bq,850000000.0,"₦ 850,000,000",5.0,5.0,House,Omole Phase 1 Ojodu Lagos,Omole Phase 1,Ojodu,Lagos,Sanrealtor,,12 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-omole-phase-1-ojodu-lagos-4PPBF
4PNLH,5 Bedroom Detatched Duplex,320000000.0,"₦ 320,000,000",5.0,5.0,House,Vgc Lekki Lagos,Vgc,Lekki,Lagos,Sanrealtor,,07 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-vgc-lekki-lagos-4PNLH
3PFKF,250sqm Estate Land,9975000.0,"₦ 9,975,000",,,Land,"Airport Road Before Centenary City, Lugbe Abuja","Airport Road Before Centenary City,",Lugbe,Abuja,Besproperties,Big Compound; C Of O; Swimming Pool,03 Mar 2026,https://www.propertypro.ng/property/land-for-sale-airport-road-before-centenary-city-lugbe-abuja-3PFKF
0PPFT,3 Bedroom Apartment,780000000.0,"₦ 780,000,000",3.0,3.0,House,Victoria Island Lagos,Victoria,Island,Lagos,ITJ REALTOR,,13 May 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-victoria-island-lagos-0PPFT
4PHVL,4 Bedroom Duplex In An Estate,300000000.0,"₦ 300,000,000",4.0,,House,Carlton Gate Estate Akobo Ibadan Oyo,Carlton Gate Estate Akobo,Ibadan,Oyo,Openkeys business,,25 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-carlton-gate-estate-akobo-ibadan-oyo-4PHVL
3PJVA,3 Bedroom Apartment,650000000.0,"₦ 650,000,000",3.0,3.0,Flat Apartment,Victoria Island Lagos,Victoria,Island,Lagos,First Colony,,03 Apr 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-victoria-island-lagos-3PJVA
8PJYM,Studio Apartment,60000000.0,"₦ 60,000,000",1.0,1.0,Flat Apartment,Yaba Lagos,Yaba,Lagos,Lagos,Besproperties,Big Compound; Fast Internet; Pop Ceiling,04 Apr 2026,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-yaba-lagos-8PJYM
6PUCY,Brand New 4 Bedroom Penthouse,280000000.0,"₦ 280,000,000",4.0,4.0,House,Ikate Elegushi Lekki Lagos Ikate Lekki Lagos,Ikate Elegushi Lekki Lagos Ikate,Lekki,Lagos,DFHL,,24 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-elegushi-lekki-lagos-ikate-lekki-lagos-6PUCY
4PPNK,4 Bedroom Fully Detached Duplex,120000000.0,"₦ 120,000,000",4.0,4.0,House,Bogije Sangotedo Ajah Lagos,Bogije Sangotedo,Ajah,Lagos,John Boris,,15 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-bogije-sangotedo-ajah-lagos-4PPNK
2PSWL,2bed,180000000.0,"₦ 180,000,000",2.0,2.0,House,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,New adventures,,15 Jun 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-osapa-london-lekki-lagos-2PSWL
9PNZG,Newly Built 5 Bedroom Semi Detached Duplex,850000000.0,"₦ 850,000,000",5.0,5.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Sanrealtor,,11 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-9PNZG
2PNXQ,5 Bedroom Terrace Duplex,600000000.0,"₦ 600,000,000",5.0,5.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sanrealtor,,11 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2PNXQ
9PNZA,5 Bedroom Detached Duplex With Bq,700000000.0,"₦ 700,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Sanrealtor,,11 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-9PNZA
7PNPW,Luxuriously Built 4 Bedroom Terrace Duplex,650000000.0,"₦ 650,000,000",4.0,4.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sanrealtor,,08 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7PNPW
7PFZW,Luxury 5 Bedroom Fully Detached Duplex,1500000000.0,"₦ 1,500,000,000",5.0,5.0,House,Ikoyi Lagos,Ikoyi,Lagos,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,09 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-7PFZW
7NVLX,Premium 4 Bedroom Terrace Duplex With Bq,1400000000.0,"₦ 1,400,000,000",4.0,4.0,House,Banana Island Ikoyi Lagos,Banana Island,Ikoyi,Lagos,PRINCE ADEMOLA,Serviced; Only on PropertyPro,24 Nov 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-banana-island-ikoyi-lagos-7NVLX
8PFYQ,5 Bedroom Detached Duplex,580000000.0,"₦ 580,000,000",5.0,5.0,House,Megamound Estate Lekki Lagos,Megamound Estate,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,09 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-megamound-estate-lekki-lagos-8PFYQ
3PFSY,3 Apartment,330000000.0,"₦ 330,000,000",3.0,3.0,Flat Apartment,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sunwealth real,,06 Mar 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-3PFSY
4PFQJ,Luxury 5 Bedroom Detached Duplex,350000000.0,"₦ 350,000,000",5.0,5.0,House,Chevron Lekki Lagos,Chevron,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,05 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-4PFQJ
5PJKR,Contemporary 4 Bedroom Semi Detached Duplex,200000000.0,"₦ 200,000,000",4.0,4.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Sunwealth real,Big Compound; Boys Quater; Pop Ceiling,31 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-5PJKR
1PHNT,Contemporary 5 Bedroom Detached Duplex,300000000.0,"₦ 300,000,000",5.0,5.0,House,Ajah Lagos,Ajah,Lagos,Lagos,Sunwealth real,Big Compound; Boys Quater; Pop Ceiling,23 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-1PHNT
1PPVT,5 Bedroom Fully Detached Duplex,1650000000.0,"₦ 1,650,000,000",5.0,5.0,House,Ikoyi Lagos,Ikoyi,Lagos,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,19 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-1PPVT
5PHSD,4 Bedroom Terrace Duplex,730000000.0,"₦ 730,000,000",4.0,4.0,House,Victoria Island Lagos,Victoria,Island,Lagos,Sunwealth real,,24 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-victoria-island-lagos-5PHSD
8PGYT,Luxury 5 Bedroom Detached Duplex,510000000.0,"₦ 510,000,000",5.0,5.0,House,Royal Garden Ajah Lagos,Royal Garden,Ajah,Lagos,Sunwealth real,Boys Quater; All Room Ensuit,17 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-royal-garden-ajah-lagos-8PGYT
8PLGD,Luxury 3 Bedroom Apartment,400000000.0,"₦ 400,000,000",3.0,3.0,Flat Apartment,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sunwealth real,24 Hours Security; Pop Ceiling; Gym,17 Apr 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-8PLGD
8PJGM,Contemporary 4 Bedroom Semi Detached Duplex,170000000.0,"₦ 170,000,000",4.0,4.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Sunwealth real,Big Compound; Boys Quater; Pop Ceiling,30 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-8PJGM
0PUCW,"4 Bed Apartment, 4 Room Maissonaite With 2 Rm Bq",2000000000.0,"₦ 2,000,000,000",8.0,8.0,House,Old Ikoyi Old Ikoyi Ikoyi Lagos,Old Ikoyi Old Ikoyi,Ikoyi,Lagos,DFHL,,24 Jun 2026,https://www.propertypro.ng/property/8-bedroom-house-for-sale-old-ikoyi-old-ikoyi-ikoyi-lagos-0PUCW
5PAWY,4 Bedroom Maisonette,1800000000.0,"₦ 1,800,000,000",4.0,4.0,Co Working Space,Mojisola Onikoyi Estate Ikoyi Lagos,Mojisola Onikoyi Estate,Ikoyi,Lagos,Perfect Images,,23 Jan 2026,https://www.propertypro.ng/property/4-bedroom-co-working-space-for-sale-mojisola-onikoyi-estate-ikoyi-lagos-5PAWY
7PAER,Newly Built 3 Bedroom Terrace Duplex,90000000.0,"₦ 90,000,000",3.0,3.0,House,Ajah 1st Roundabout Lekki Lagos,Ajah 1st Roundabout,Lekki,Lagos,Perfect Images,,18 Jan 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ajah-1st-roundabout-lekki-lagos-7PAER
7NTLL,Newly Built 4 Bedroom Terraced Duplex With Bq,140000000.0,"₦ 140,000,000",4.0,4.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Perfect Images,,03 Nov 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-7NTLL
2PUKL,5bed,600000000.0,"₦ 600,000,000",5.0,5.0,House,Lekki Phase 2 Lekki Lagos,Lekki Phase 2,Lekki,Lagos,New adventures,,26 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-2-lekki-lagos-2PUKL
0PGNE,Luxury 4 Bedroom Semi Detached Duplex With Bq,1000000000.0,"₦ 1,000,000,000",4.0,5.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Chrystal Abodes,Big Compound; 24 Hours Security; Pop Ceiling,13 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-0PGNE
3PLRV,Spacious 4 Bedroom Semi Detached Duplex,320000000.0,"₦ 320,000,000",4.0,4.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,OUTSTANDING REAL,,21 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-3PLRV
4PKDJ,4 Bedroom Duplex With Basement,195000000.0,"₦ 195,000,000",4.0,,House,"Palm Garden Est, Green Gate Oluyole Estate Ibadan Oyo","Palm Garden Est, Green Gate Oluyole Estate",Ibadan,Oyo,Openkeys business,,07 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-palm-garden-est-green-gate-oluyole-estate-ibadan-oyo-4PKDJ
9PCYT,500sqm Plot Of Land,140000000.0,"₦ 140,000,000",,,Land,S&t Estate Jericho Ibadan Oyo,S&t Estate Jericho,Ibadan,Oyo,Openkeys business,,12 Feb 2026,https://www.propertypro.ng/property/land-for-sale-st-estate-jericho-ibadan-oyo-9PCYT
7PKLU,Land,280000000.0,"₦ 280,000,000",,,Land,"Behind Ace Mall, Oluyole Oluyole Estate Ibadan Oyo","Behind Ace Mall, Oluyole Oluyole Estate",Ibadan,Oyo,Openkeys business,,10 Apr 2026,https://www.propertypro.ng/property/land-for-sale-behind-ace-mall-oluyole-oluyole-estate-ibadan-oyo-7PKLU
2NMAM,3 Bedroom Apartment,750000000.0,"₦ 750,000,000",3.0,3.0,Flat Apartment,Banana Island Ikoyi Lagos,Banana Island,Ikoyi,Lagos,PRINCE ADEMOLA,,02 Sep 2025,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-banana-island-ikoyi-lagos-2NMAM
2PNZM,Newly Built 3 Bedroom Terrace Duplex,85000000.0,"₦ 85,000,000",3.0,3.0,House,General Paint Lekki Lagos,General Paint,Lekki,Lagos,ITJ REALTOR,,11 May 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-general-paint-lekki-lagos-2PNZM
8PNZV,2 Bedroom Apartment,170000000.0,"₦ 170,000,000",2.0,2.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,ITJ REALTOR,,11 May 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8PNZV
6PNZH,5 Bedroom Detached Duplex,530000000.0,"₦ 530,000,000",5.0,5.0,House,2nd Toll Gate Lekki Lagos,2nd Toll Gate,Lekki,Lagos,ITJ REALTOR,,11 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-2nd-toll-gate-lekki-lagos-6PNZH
1PMAA,4 Bedroom Fully Detached Duplex With Bq,120000000.0,"₦ 120,000,000",4.0,4.0,House,Off Lekki Epe Expressway Ajah Lagos,Off Lekki Epe Expressway,Ajah,Lagos,OUTSTANDING REAL,,23 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-lekki-epe-expressway-ajah-lagos-1PMAA
4NXCA,Luxury 3 Bedroom Apartment With Bq,750000000.0,"₦ 750,000,000",3.0,3.0,Flat Apartment,Old Ikoyi Ikoyi Lagos,Old Ikoyi,Ikoyi,Lagos,PRINCE ADEMOLA,,10 Dec 2025,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-old-ikoyi-ikoyi-lagos-4NXCA
6PHGT,6 Bedroom Flat,1400000000.0,"₦ 1,400,000,000",6.0,6.0,House,Lekki Foreshore Lekki Phase 1 Lekki Phase 1 Lekki Lagos,Lekki Foreshore Lekki Phase 1 Lekki Phase 1,Lekki,Lagos,DFHL,,20 Mar 2026,https://www.propertypro.ng/property/6-bedroom-house-for-sale-lekki-foreshore-lekki-phase-1-lekki-phase-1-lekki-lagos-6PHGT
3PPEU,4 Bedroom Detached Duplex,450000000.0,"₦ 450,000,000",4.0,4.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,ITJ REALTOR,,13 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3PPEU
2PNPX,Luxury 5 Bedroom Detached Duplex With Bq,1300000000.0,"₦ 1,300,000,000",5.0,5.0,House,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,Sanrealtor,,08 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-2PNPX
6PEZL,4 Bedroom Fully Detached Duplex With Bq,75000000.0,"₦ 75,000,000",4.0,4.0,House,"Kyami Opposite Custom Quarters, Idu Abuja","Kyami Opposite Custom Quarters,",Idu,Abuja,Besproperties,Big Compound; C Of O; Mosques Nearby,28 Feb 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-kyami-opposite-custom-quarters-idu-abuja-6PEZL
8PTQP,5bed,420000000.0,"₦ 420,000,000",5.0,5.0,House,Orchid Lekki Lagos,Orchid,Lekki,Lagos,New adventures,,20 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-8PTQP
8PNEB,4 Bedroom Semi Detached Duplex With Bq,190000000.0,"₦ 190,000,000",4.0,4.0,House,Vgc Lekki Lagos,Vgc,Lekki,Lagos,Sanrealtor,,05 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-8PNEB
5NPNL,7 Units Of 2 Bedroom Flat,500000000.0,"₦ 500,000,000",2.0,,House,Main Mabushi Abuja,Main,Mabushi,Abuja,Shedrack Luka,Free Wifi; Big Compound; 24 Hours Security,26 Sep 2025,https://www.propertypro.ng/property/house-for-sale-main-mabushi-abuja-5NPNL
3PQTL,Newly Built 4 Bedroom Semi Detached Duplex With Bq,650000000.0,"₦ 650,000,000",4.0,4.0,House,Off Freedom Way Lekki Phase 1 Lekki Lagos,Off Freedom Way Lekki Phase 1,Lekki,Lagos,PCL HOMES,,26 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-freedom-way-lekki-phase-1-lekki-lagos-3PQTL
4PNSU,5 Bedroom Semi Detached Duplex With Bq,1200000000.0,"₦ 1,200,000,000",5.0,5.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Sanrealtor,,09 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-4PNSU
8PNSP,Luxury 5 Bedroom Detached Duplex With Bq,400000000.0,"₦ 400,000,000",5.0,5.0,House,Orchid Lekki Lagos,Orchid,Lekki,Lagos,Sanrealtor,,09 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-8PNSP
7PNZX,2 Bedroom Apartment,350000000.0,"₦ 350,000,000",2.0,2.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,ITJ REALTOR,,11 May 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7PNZX
6PPFQ,5 Bedroom Detached Duplex,650000000.0,"₦ 650,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,ITJ REALTOR,,13 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-6PPFQ
5PPCT,2 Bedroom Apartment,200000000.0,"₦ 200,000,000",2.0,2.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,ITJ REALTOR,,12 May 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-ikate-lekki-lagos-5PPCT
8PPCZ,Newly Built 2 Bedroom Apartment,170000000.0,"₦ 170,000,000",2.0,2.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,ITJ REALTOR,,12 May 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-ikate-lekki-lagos-8PPCZ
4PMDM,Spacious 4 Bedroom Fully Detached Duplex,140000000.0,"₦ 140,000,000",4.0,4.0,House,Off Lekki Epe Expressway Ajah Lagos,Off Lekki Epe Expressway,Ajah,Lagos,OUTSTANDING REAL,,24 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-lekki-epe-expressway-ajah-lagos-4PMDM
2PLQD,Newly Built 4 Bedroom Terrace Duplex,150000000.0,"₦ 150,000,000",4.0,4.0,House,Chevron Toll Gate Lekki Lagos,Chevron Toll Gate,Lekki,Lagos,OUTSTANDING REAL,,20 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-toll-gate-lekki-lagos-2PLQD
3PJCB,Serviced 4 Bedroom Semi Detached Duplex,650000000.0,"₦ 650,000,000",4.0,4.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,OUTSTANDING REAL,,27 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3PJCB
2PUDF,Newly Built 5 Bedroom Fully Detached Duplex,380000000.0,"₦ 380,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,DFHL,,24 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-2PUDF
5PBMN,Spacious 4 Bedroom Terraced Duplex With Bq,195000000.0,"₦ 195,000,000",4.0,4.0,House,Life Camp Abuja,Life,Camp,Abuja,Ademeso olalekan,,29 Jan 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-abuja-5PBMN
9PDYA,Newly Built 4 Bedroom Terrace Duplex,320000000.0,"₦ 320,000,000",4.0,4.0,House,Jahi Jahi Abuja,Jahi,Jahi,Abuja,Ademeso olalekan,,20 Feb 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-jahi-jahi-abuja-9PDYA
1PLAM,4 Bedroom Terrace With Bq,260000000.0,"₦ 260,000,000",4.0,5.0,House,Life Camp Life Camp Abuja,Life Camp Life,Camp,Abuja,Ademeso olalekan,,15 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-life-camp-abuja-1PLAM
0NNMH,Land,13000000.0,"₦ 13,000,000",,,Land,"Giri, Junction Gwagwalada Abuja","Giri, Junction",Gwagwalada,Abuja,Besproperties,C Of O,16 Sep 2025,https://www.propertypro.ng/property/land-for-sale-giri-junction-gwagwalada-abuja-0NNMH
4PFKJ,5 Bedroom Fully Detached Duplex With 2 Bq,192000000.0,"₦ 192,000,000",5.0,6.0,House,Karsana Abuja,Karsana,Abuja,Abuja,Besproperties,C Of O; Mosques Nearby; Children Play Ground,04 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-karsana-abuja-4PFKJ
0PEZB,3 Bedroom Terraced Duplex,100000000.0,"₦ 100,000,000",3.0,3.0,House,"Opposite Apo Mechanic, Apo Abuja","Opposite Apo Mechanic,",Apo,Abuja,Besproperties,Big Compound; Security; Pop Ceiling,28 Feb 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-opposite-apo-mechanic-apo-abuja-0PEZB
7PEZC,2 Bedroom Apartment With Bq,180000000.0,"₦ 180,000,000",2.0,2.0,House,Maryland Lagos,Maryland,Lagos,Lagos,Besproperties,Big Compound; 24 Hours Security; Pop Ceiling,28 Feb 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-maryland-lagos-7PEZC
5PFMH,2 Bedroom Apartment,95720250.0,"₦ 95,720,250",2.0,2.0,House,Near Ebeano Supermarket Gaduwa Abuja,Near Ebeano Supermarket,Gaduwa,Abuja,Besproperties,Big Compound; 24 Hours Security; C Of O,04 Mar 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-near-ebeano-supermarket-gaduwa-abuja-5PFMH
